type,bom_ref,group,name,version,description,algorithm,hash_text,license_id,purl,website,issueTracker,vcs
library,es-define-property@1.0.0,,es-define-property,1.0.0,`Object.defineProperty`~ but not IE 8's broken one.,SHA-512,8f16b22ca4a1ac4aaacc9d1eba641b5614d840cdbb09f4f54f7e7e8028031682fcd892ec5ea4c9efacefe80d182ce8049cb50cbcbcec0ec188ae5f0d1694f681,MIT,pkg:npm/es-define-property@1.0.0,https://github.com/ljharb/es-define-property#readme,https://github.com/ljharb/es-define-property/issues,git+https://github.com/ljharb/es-define-property.git
library,has-proto@1.0.1,,has-proto,1.0.1,Does this environment have the ability to get the [[Prototype]] of an object on creation with `__proto__`?,SHA-512,eea13e88ff8ef9b805f5c944e7e528045cc4eb99a5062563ded282ae5350d0e8309b4063a53fe02b84a52d80ccc9b0e1e48dd30932a73cf6b4a0c1bb24362b86,MIT,pkg:npm/has-proto@1.0.1,https://github.com/inspect-js/has-proto#readme,https://github.com/inspect-js/has-proto/issues,git+https://github.com/inspect-js/has-proto.git
library,internal-slot@1.0.6,,internal-slot,1.0.6,ES spec-like internal slots,SHA-512,5e3e9dbfe3ec6edc323e911f96c7a34bea0867198c955e38cc0846e3bf6e62ef3d32c8dc60e8421673722ab909ae285bb226ac43263469fa0297ff412d1eb96e,MIT,pkg:npm/internal-slot@1.0.6,https://github.com/ljharb/internal-slot#readme,https://github.com/ljharb/internal-slot/issues,git+https://github.com/ljharb/internal-slot.git
library,iterator.prototype@1.1.2,,iterator.prototype,1.1.2,`Iterator.prototype`~ or a shared object to use.,SHA-512,0d1df71cc32bf04cf0b912fc63d0f7bb604c8fcf91a9213ce748df1aee7d912eed6e63cbcc691999549fc821520f1b9988463a473b774f6340fea53e370563d7,MIT,pkg:npm/iterator.prototype@1.1.2,https://github.com/ljharb/Iterator.prototype#readme,https://github.com/ljharb/Iterator.prototype/issues,git+https://github.com/ljharb/Iterator.prototype.git
library,reflect.getprototypeof@1.0.4,,reflect.getprototypeof,1.0.4,An ES2015 mostly-spec-compliant `Reflect.getPrototypeOf` sham/polyfill/replacement that works in as many engines as possible,SHA-512,102913c3c4e62705bad2539347e6643832125ba450f3ed822f708eaad88928b77a326078e61379d47a6b1c5ce228b1a402e4c642105bf7557c732f8a1e56828f,MIT,pkg:npm/reflect.getprototypeof@1.0.4,https://github.com/es-shims/Reflect.getPrototypeOf,https://github.com/es-shims/Reflect.getPrototypeOf/issues,git+https://github.com/es-shims/Reflect.getPrototypeOf.git
library,which-builtin-type@1.1.3,,which-builtin-type,1.1.3,What is the type of this builtin JS value?,SHA-512,6268ec48c0c162c33509a1626b23954f4ebe2897977f4a3933f080778a3595369d140b5a71350ce3dce8631affa2ba28a450df86f37a884701c54c9cde0bca9b,MIT,pkg:npm/which-builtin-type@1.1.3,https://github.com/juliangruber/isarray,https://github.com/juliangruber/isarray/issues,git://github.com/juliangruber/isarray.git
library,which-builtin-type@1.1.3|isarray@2.0.5,,isarray,2.0.5,Array#isArray for older browsers,SHA-512,c478e10ebddc3412b40737542523d7667b50531fe6c0c4b9470e00ee53c9f745c600ee8848ffde3c336ea34be1a8e654f940f9268a1dc02000a1941ddc57802b,MIT,pkg:npm/isarray@2.0.5,https://github.com/juliangruber/isarray,https://github.com/juliangruber/isarray/issues,git://github.com/juliangruber/isarray.git
library,function.prototype.name@1.1.6,,function.prototype.name,1.1.6,An ES2015 spec-compliant `Function.prototype.name` shim,SHA-512,679931efdb305393f6ed611ac97335b418b965efe56c8ca2360537ab25d439ff5bdab81763217d0f2f42c7e210bff2dcf16086e8bf36cf050fa524bd8467a122,MIT,pkg:npm/function.prototype.name@1.1.6,https://github.com/es-shims/Function.prototype.name#readme,https://github.com/es-shims/Function.prototype.name/issues,git://github.com/es-shims/Function.prototype.name.git
library,is-async-function@2.0.0,,is-async-function,2.0.0,Determine if a function is a native async function.,SHA-512,6352572ab7f29112467650f074a94ba4bc8c2225aa5afb92775ed3bd993af0f2c03863a81785f26afd73d178688be802623655782e5223e85814e7ef5e619108,MIT,pkg:npm/is-async-function@2.0.0,https://github.com/inspect-js/is-async-function#readme,https://github.com/inspect-js/is-async-function/issues,git://github.com/inspect-js/is-async-function.git
library,is-date-object@1.0.5,,is-date-object,1.0.5,Is this value a JS Date object? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,f5841a4b1b00892c1cbd2df7301937c130959d62be1e117c5594768d1c5e84cd7a41c54e747a8f9f854f1e644ae254abdfc9fd26b8aeac89cb70ff74c6c60d7d,MIT,pkg:npm/is-date-object@1.0.5,https://github.com/inspect-js/is-date-object#readme,https://github.com/inspect-js/is-date-object/issues,git://github.com/inspect-js/is-date-object.git
library,is-finalizationregistry@1.0.2,,is-finalizationregistry,1.0.2,Is this value a JS FinalizationRegistry? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,d1bcb9bed509b3c88541be536141c73ee74e47ea9760830ab62533bcb2192136548e49c59b38b2049b8b85545cf83b3475110596c90334929821d233bbff697f,MIT,pkg:npm/is-finalizationregistry@1.0.2,https://github.com/inspect-js/is-finalizationregistry#readme,https://github.com/inspect-js/is-finalizationregistry/issues,git+https://github.com/inspect-js/is-finalizationregistry.git
library,is-generator-function@1.0.10,,is-generator-function,1.0.10,Determine if a function is a native generator function.,SHA-512,8ec123cbd977ca25c443e3ec5dd981c043dc3b169758bb2929da65154548f6fab58998087a4782d0bd7aeea7aef3a73341ac5e777abf533bb0d2cc0bd22acbf0,MIT,pkg:npm/is-generator-function@1.0.10,https://github.com/inspect-js/is-generator-function#readme,https://github.com/inspect-js/is-generator-function/issues,git://github.com/inspect-js/is-generator-function.git
library,is-regex@1.1.4,,is-regex,1.1.4,Is this value a JS regex? Works cross-realm/iframe~ and despite ES6 @@toStringTag,SHA-512,92f45dc43b31663873517d3b6672f27734b54d4fd32654d41c763860b2fcededfba14038f437e42ea832f958c5a1ca30cb6f5c2af7128aefa422fef6f234d356,MIT,pkg:npm/is-regex@1.1.4,https://github.com/inspect-js/is-regex,https://github.com/inspect-js/is-regex/issues,git://github.com/inspect-js/is-regex.git
library,is-weakref@1.0.2,,is-weakref,1.0.2,Is this value a JS WeakRef? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,a9cb6cb8b666210d3ebd248c7e856fc857b6f86484be7999d9ecd3ba9d5206c7bdfadc0209e89a97a1048b735cd8a15c7fafaacf61413e78d7b24f3184a49a3d,MIT,pkg:npm/is-weakref@1.0.2,https://github.com/inspect-js/is-weakref#readme,https://github.com/inspect-js/is-weakref/issues,git+https://github.com/inspect-js/is-weakref.git
library,which-boxed-primitive@1.0.2,,which-boxed-primitive,1.0.2,Which kind of boxed JS primitive is this?,SHA-512,6f065dbf400a2e9a65158d8a6515fa4efcae37ba238ebee5c2483a9a5d2ba08cbd61eb92afb252dfbdaa94d5b5f14418ce060af7388671ead6a993a6127f5536,MIT,pkg:npm/which-boxed-primitive@1.0.2,https://github.com/inspect-js/which-boxed-primitive#readme,https://github.com/inspect-js/which-boxed-primitive/issues,git+https://github.com/inspect-js/which-boxed-primitive.git
library,which-collection@1.0.1,,which-collection,1.0.1,Which kind of Collection (Map~ Set~ WeakMap~ WeakSet) is this JavaScript value? Works cross-realm~ without `instanceof`~ and despite Symbol.toStringTag.,SHA-512,5bcc5e4d4c1a967f22dcafdc6359c65f376755996274171a832345b41743e64c676f84ef18a47b15f4884b7998a70592d50502bad7cacfc218f118dfb41d3ed4,MIT,pkg:npm/which-collection@1.0.1,https://github.com/inspect-js/which-collection#readme,https://github.com/inspect-js/which-collection/issues,git+https://github.com/inspect-js/which-collection.git
library,is-map@2.0.2,,is-map,2.0.2,Is this value a JS Map? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,70e645410a334e16b57f83312c5ce580a60f4f28f6ea989c7594f1f3685b73f5dfe0afed64e39748290cbd4e292a2a115c60cb2519f418ced4a5eee447bdb5ca,MIT,pkg:npm/is-map@2.0.2,https://github.com/inspect-js/is-map#readme,https://github.com/inspect-js/is-map/issues,git+https://github.com/inspect-js/is-map.git
library,is-set@2.0.2,,is-set,2.0.2,Is this value a JS Set? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,fb67274c465e639cff89719b2e13eb38068afcc6aee64e5e5eaf63d780a94537edab4a4026ed8cc15452661c99581cf1de8e97efde4bcfa0696fa47418a7f7ee,MIT,pkg:npm/is-set@2.0.2,https://github.com/inspect-js/is-set#readme,https://github.com/inspect-js/is-set/issues,git+https://github.com/inspect-js/is-set.git
library,is-weakmap@2.0.1,,is-weakmap,2.0.1,Is this value a JS WeakMap? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,352051e241f9a158f5530beff7bd2bb9490257b3b59b381514ee3fadebf670b45d6bd4e6f47acbef464fbade2b387818d0536b52ef4109b5c0dac750fb1d1c84,MIT,pkg:npm/is-weakmap@2.0.1,https://github.com/inspect-js/is-weakmap#readme,https://github.com/inspect-js/is-weakmap/issues,git+https://github.com/inspect-js/is-weakmap.git
library,is-weakset@2.0.2,,is-weakset,2.0.2,Is this value a JS WeakSet? This module works cross-realm/iframe~ and despite ES6 @@toStringTag.,SHA-512,b76c95bedb4791092dc2734d98143df0084434b74f5130d3136d6e3ea010d0047041f19e40a4554b434dbab1fb6d37fb46bbdc567d4e3a07b8e429c17870929a,MIT,pkg:npm/is-weakset@2.0.2,https://github.com/inspect-js/is-weakset#readme,https://github.com/inspect-js/is-weakset/issues,git+https://github.com/inspect-js/is-weakset.git
library,which-typed-array@1.1.13,,which-typed-array,1.1.13,Which kind of Typed Array is this JavaScript value? Works cross-realm~ without `instanceof`~ and despite Symbol.toStringTag.,SHA-512,3f936b6b4aa34a771db953c402bef186817982eb72e3d02b0d3c3327fc8db8f21b669a72471150b11096ae8731218f829cc546faa7db5361660cacaf4860a5a3,MIT,pkg:npm/which-typed-array@1.1.13,https://github.com/inspect-js/which-typed-array#readme,https://github.com/inspect-js/which-typed-array/issues,git://github.com/inspect-js/which-typed-array.git
library,set-function-name@2.0.1,,set-function-name,2.0.1,Set a function's name property,SHA-512,b4c3428aa61591721981cd879e8cb622f0bf7fc7b37399286911640a3ae95b31a909ddea6d95cfcd5cbd3006732b5721fd7d23bd29288f2b37a2a24dd2a0a674,MIT,pkg:npm/set-function-name@2.0.1,https://github.com/ljharb/set-function-name#readme,https://github.com/ljharb/set-function-name/issues,git+https://github.com/ljharb/set-function-name.git
library,safe-array-concat@1.0.1,,safe-array-concat,1.0.1,`Array.prototype.concat`~ but made safe by ignoring Symbol.isConcatSpreadable,SHA-512,e976d402c7981362ad3ae1ae7b27a86c2c928fd2f8fbae939fa29030e3d026b009128c18296fd847f30625997b15dc9d51d685bb82d8c83663c5fe3f366a36dd,MIT,pkg:npm/safe-array-concat@1.0.1,https://github.com/juliangruber/isarray,https://github.com/juliangruber/isarray/issues,git://github.com/juliangruber/isarray.git
library,safe-array-concat@1.0.1|isarray@2.0.5,,isarray,2.0.5,Array#isArray for older browsers,SHA-512,c478e10ebddc3412b40737542523d7667b50531fe6c0c4b9470e00ee53c9f745c600ee8848ffde3c336ea34be1a8e654f940f9268a1dc02000a1941ddc57802b,MIT,pkg:npm/isarray@2.0.5,https://github.com/juliangruber/isarray,https://github.com/juliangruber/isarray/issues,git://github.com/juliangruber/isarray.git
library,estraverse@5.3.0,,estraverse,5.3.0,ECMAScript JS AST traversal functions,SHA-512,30c74046e54443388d4de243f0380caa6870475d41450fdc04ffa92ed61d4939dfdcc20ef1f15e8883446d7dfa65d3657d4ffb03d7f7814c38f41de842cbf004,BSD-2-Clause,pkg:npm/estraverse@5.3.0,https://github.com/estools/estraverse,https://github.com/estools/estraverse/issues,git+ssh://git@github.com/estools/estraverse.git
library,jsx-ast-utils@3.3.5,,jsx-ast-utils,3.3.5,AST utility module for statically analyzing JSX,SHA-512,659a30f47048e4ee843e04892d46fc9f634a8265564f00af1c6c05b8994c8ef2c5aa5186ea98e2acf86d76cb1e68b6634a26c3f1e7a0ce6629519c282258f671,MIT,pkg:npm/jsx-ast-utils@3.3.5,https://github.com/jsx-eslint/jsx-ast-utils#readme,https://github.com/jsx-eslint/jsx-ast-utils/issues,git+https://github.com/jsx-eslint/jsx-ast-utils.git
library,object.assign@4.1.4,,object.assign,4.1.4,ES6 spec-compliant Object.assign shim. From https://github.com/es-shims/es6-shim,SHA-512,d66c4a7f47b9f1bbf28d20ad298638b117bd8ad464dcf269aae24e8de224cfcf3909ccdc23822f2490cb3d2ef6a28c2e4a1fa907150544ea57f9353efa1c6165,MIT,pkg:npm/object.assign@4.1.4,https://github.com/ljharb/object.assign#readme,https://github.com/ljharb/object.assign/issues,git://github.com/ljharb/object.assign.git
library,object-keys@1.1.1,,object-keys,1.1.1,An Object.keys replacement~ in case Object.keys is not available. From https://github.com/es-shims/es5-shim,SHA-512,36e00449439432b9485ce7c72b30fa6e93eeded62ddf1be335d44843e15e4f494d6f82bc591ef409a0f186e360b92d971be1a39323303b3b0de5992d2267e12c,MIT,pkg:npm/object-keys@1.1.1,https://github.com/ljharb/object-keys#readme,https://github.com/ljharb/object-keys/issues,git://github.com/ljharb/object-keys.git
library,object.entries@1.1.7,,object.entries,1.1.7,ES2017 spec-compliant Object.entries shim.,SHA-512,8c206cff4a6598fb0e9eb2807c5417446d8d1639616608e37012d29939c4854f14eaf553b157bc00d7902421d3977812b08e09fb47a63a80a0a0a96640f32098,MIT,pkg:npm/object.entries@1.1.7,https://github.com/es-shims/Object.entries#readme,https://github.com/es-shims/Object.entries/issues,git://github.com/es-shims/Object.entries.git
library,object.hasown@1.1.3,,object.hasown,1.1.3,ES spec-compliant shim for Object.hasOwn,SHA-512,7c523855c629447bd22d7c4fef289938c01ddf7d5c3df776a7b3c50d56e052c60e7c24f7b48095a975a781b8ebe26e3d3afb01c14050e8edae42826fcb745ec4,MIT,pkg:npm/object.hasown@1.1.3,https://github.com/es-shims/Object.hasOwn,https://github.com/es-shims/Object.hasOwn/issues,git+https://github.com/es-shims/Object.hasOwn.git
library,prop-types@15.8.1,,prop-types,15.8.1,Runtime type checking for React props and similar objects.,SHA-512,a23f3b0a064809dba5528868815011ec08e50b4df6ed4e1e9782fa780bcea827ae74c0d553435384d695f9bf437f87578123f58173139cf7617deff6a831f972,MIT,pkg:npm/prop-types@15.8.1,https://facebook.github.io/react/,https://github.com/facebook/prop-types/issues,git+https://github.com/facebook/prop-types.git
library,loose-envify@1.4.0,,loose-envify,1.4.0,Fast (and loose) selective `process.env` replacer using js-tokens instead of an AST,SHA-512,972bb13c6aff59f86b95e9b608bfd472751cd7372a280226043cee918ed8e45ff242235d928ebe7d12debe5c351e03324b0edfeb5d54218e34f04b71452a0add,MIT,pkg:npm/loose-envify@1.4.0,https://github.com/zertosh/loose-envify,https://github.com/zertosh/loose-envify/issues,git://github.com/zertosh/loose-envify.git
library,react-is@16.13.1,,react-is,16.13.1,Brand checking of React Elements.,SHA-512,db87baca71361fe38ab7892ab0ebcd77c901a55eb9ce8c5b038055b04381dc0455590922fc31f3694a02e4ab8e37f06271c0da0824d906e39c7d9b3bd2447c6d,MIT,pkg:npm/react-is@16.13.1#packages/react-is,https://reactjs.org/,https://github.com/facebook/react/issues,git+https://github.com/facebook/react.git#packages/react-is
library,string.prototype.matchall@4.0.10,,string.prototype.matchall,4.0.10,Spec-compliant polyfill for String.prototype.matchAll,SHA-512,ac65db1a6384a2c2108ba42f6bde0752380fb3dbca5be7641bb63c4393b63989162fac056934593bcccce2684ff78b97e79c20cab5f37d2d9a1ad1b350bec425,MIT,pkg:npm/string.prototype.matchall@4.0.10,https://github.com/es-shims/String.prototype.matchAll#readme,https://github.com/es-shims/String.prototype.matchAll/issues,git+https://github.com/es-shims/String.prototype.matchAll.git
library,regexp.prototype.flags@1.5.1,,regexp.prototype.flags,1.5.1,ES6 spec-compliant RegExp.prototype.flags shim.,SHA-512,b32e935cc37e8673ffc0ccbe212c60de4ad7c7b040b5654ee14a2eb8237fce233d5049ded1eb9a99535a7c37ef0bcddb44dafde72d15e628a378340550da6fae,MIT,pkg:npm/regexp.prototype.flags@1.5.1,https://github.com/es-shims/RegExp.prototype.flags#readme,https://github.com/es-shims/RegExp.prototype.flags/issues,git://github.com/es-shims/RegExp.prototype.flags.git
library,define-data-property@1.1.4,,define-data-property,1.1.4,Define a data property on an object. Will fall back to assignment in an engine without descriptors.,SHA-512,ac132f23396903cbfa13e489668a3ef87018aac2eb920ecc49f2229cc3c5866928af0ed7f9d39754942cf904faf731a4cccc9f0e720c3765a2775f8d6cbdd3f8,MIT,pkg:npm/define-data-property@1.1.4,https://github.com/ljharb/define-data-property#readme,https://github.com/ljharb/define-data-property/issues,git+https://github.com/ljharb/define-data-property.git
library,functions-have-names@1.2.3,,functions-have-names,1.2.3,Does this JS environment support the `name` property on functions?,SHA-512,c5c901517c9322a4fdeedab6c7600c6fe835eb76f9245cac624d31e2ac4d1706df42498d6688911dbeac3f323dfd0577dd67aebd5601508883e0dccd232a9a45,MIT,pkg:npm/functions-have-names@1.2.3,https://github.com/inspect-js/functions-have-names#readme,https://github.com/inspect-js/functions-have-names/issues,git+https://github.com/inspect-js/functions-have-names.git
library,@eslint-community/eslint-utils@4.4.0,@eslint-community,eslint-utils,4.4.0,Utilities for ESLint plugins.,SHA-512,d7fb00e1dc2bcc1032794a10ea8c5a8472a6ad9bec9cb0a0e117f15b76451869909123503c534b57d09410540fd71f446171d3a39a7ac5d85933535ef69fc07c,MIT,pkg:npm/%40eslint-community/eslint-utils@4.4.0,https://github.com/eslint-community/eslint-utils#readme,https://github.com/eslint-community/eslint-utils/issues,git+https://github.com/eslint-community/eslint-utils.git
library,eslint-visitor-keys@3.4.3,,eslint-visitor-keys,3.4.3,Constants and utilities about visitor keys to traverse AST.,SHA-512,c2973e2d77a2ca28acc4f944914cd4eacbf24b57eb20edcc8318f57ddcbb3e6f1883382e6b1d8ddc56bf0ff6a0d56a9b3a9add23eb98eb031497cfdad86fa26a,Apache-2.0,pkg:npm/eslint-visitor-keys@3.4.3,https://github.com/eslint/eslint-visitor-keys#readme,https://github.com/eslint/eslint-visitor-keys/issues,git+https://github.com/eslint/eslint-visitor-keys.git
library,@eslint-community/regexpp@4.10.0,@eslint-community,regexpp,4.10.0,Regular expression parser for ECMAScript.,SHA-512,0aef7a49dd81cbd982353c768b228e9aad74bf6da351542fd25427946372d7aa04f79f3dc84f900033dbacc182900e7570a6528373eefda4c955319f2ffaa350,MIT,pkg:npm/%40eslint-community/regexpp@4.10.0,https://github.com/eslint-community/regexpp#readme,https://github.com/eslint-community/regexpp/issues,git+https://github.com/eslint-community/regexpp.git
library,@eslint/eslintrc@2.1.3,@eslint,eslintrc,2.1.3,The legacy ESLintRC config file format for ESLint,SHA-512,c99cee206fa39d5bba84d4b3144374edef01c45dee03362d41beae0e469864ba3aa186430aae39e1ce6407ccf19f37c26323f8308bb2067d742f40eac2e8d398,MIT,pkg:npm/%40eslint/eslintrc@2.1.3,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,@eslint/eslintrc@2.1.3|ajv@6.12.6,,ajv,6.12.6,Another JSON Schema Validator,SHA-512,8f77d52e0bd3a39dbb6a7c98c893864d825b1bebe79d062f1349b99a691cd532be9f1029a6408b3082f4699e1d6e55423681928619be933138654ca4068320e2,MIT,pkg:npm/ajv@6.12.6,https://github.com/ajv-validator/ajv,https://github.com/ajv-validator/ajv/issues,git+https://github.com/ajv-validator/ajv.git
library,@eslint/eslintrc@2.1.3|json-schema-traverse@0.4.1,,json-schema-traverse,0.4.1,Traverse JSON Schema passing each schema object to callback,SHA-512,c5b6c21f9742614e53f0b704861ba1ec727cf075ee5b7aac237634cce64529f6441dca5688753f271ce4eb6f41aec69bfe63221d0b62f7030ffbce3944f7b756,MIT,pkg:npm/json-schema-traverse@0.4.1,https://github.com/epoberezkin/json-schema-traverse#readme,https://github.com/epoberezkin/json-schema-traverse/issues,git+https://github.com/epoberezkin/json-schema-traverse.git
library,@eslint/eslintrc@2.1.3|globals@13.23.0,,globals,13.23.0,Global identifiers from different JavaScript environments,SHA-512,5c0985d118e5ae3636dcc039d6adc796d7651b15295cfbe0d068a82a20fd5fa1c3dbc88c8e8d9d282f15ab09bb9677b818dafbf3e4474df96292d47a647d3dc0,MIT,pkg:npm/globals@13.23.0,https://github.com/sindresorhus/globals#readme,https://github.com/sindresorhus/globals/issues,git+https://github.com/sindresorhus/globals.git
library,@eslint/eslintrc@2.1.3|type-fest@0.20.2,,type-fest,0.20.2,A collection of essential TypeScript types,SHA-512,35ef9e138af4fe25a7a40c43f39db3dc0f8dd01b7944dfff36327045dd95147126af2c317f9bec66587847a962c65e81fb0cfff1dfa669348090dd452242372d,,pkg:npm/type-fest@0.20.2,https://github.com/sindresorhus/type-fest#readme,https://github.com/sindresorhus/type-fest/issues,git+https://github.com/sindresorhus/type-fest.git
library,@eslint/eslintrc@2.1.3|minimatch@3.1.2,,minimatch,3.1.2,a glob matcher in javascript,SHA-512,27ba7ade1462023c35343130c355bb8b7efe07222b3963b95d0400cd9dd539c2f43cdc9bc297e657f374e73140cf043d512c84717eaddd43be2b96aa0503881f,ISC,pkg:npm/minimatch@3.1.2,https://github.com/isaacs/minimatch#readme,https://github.com/isaacs/minimatch/issues,git://github.com/isaacs/minimatch.git
library,@eslint/eslintrc@2.1.3|brace-expansion@1.1.11,,brace-expansion,1.1.11,Brace expansion as known from sh/bash,SHA-512,882b8f1c3160ac75fb1f6bc423fe71a73d3bcd21c1d344e9ba0aa1998b5598c3bae75f260ae44ca0e60595d101974835f3bb9fa3375a1e058a71815beb5a8688,MIT,pkg:npm/brace-expansion@1.1.11,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,espree@9.6.1,,espree,9.6.1,An Esprima-compatible JavaScript parser built on Acorn,SHA-512,a2bb99685923a2b4e9177da40d2239ffbe558b019e6608a7186cb636839283743d6e7c259e60e6e072e7925d111379fe9e30d7474dfb698d7ec79f19ff315dc1,BSD-2-Clause,pkg:npm/espree@9.6.1,https://github.com/eslint/espree,https://github.com/eslint/espree/issues,git+https://github.com/eslint/espree.git
library,import-fresh@3.3.0,,import-fresh,3.3.0,Import a module while bypassing the cache,SHA-512,bde6188506be0f54012b39ef8541f16fc7dac65af0527c6c78301b029e39ec4d302cd8a8d9b3922a78d80e1323f98880abad71acc1a1424f625d593917381033,MIT,pkg:npm/import-fresh@3.3.0,https://github.com/sindresorhus/resolve-from#readme,https://github.com/sindresorhus/resolve-from/issues,git+https://github.com/sindresorhus/resolve-from.git
library,import-fresh@3.3.0|parent-module@1.0.1,,parent-module,1.0.1,Get the path of the parent module,SHA-512,190d84591a5057cfe8f80c3c62ab5f6593df3515996246e2744f64e6ba65fe10b7bed1c705f1a6d887e2eaa595f9ca031a4ad42990311372e8b7991cb11961fa,MIT,pkg:npm/parent-module@1.0.1,https://github.com/sindresorhus/parent-module#readme,https://github.com/sindresorhus/parent-module/issues,git+https://github.com/sindresorhus/parent-module.git
library,import-fresh@3.3.0|resolve-from@4.0.0,,resolve-from,4.0.0,Resolve the path of a module like `require.resolve()` but from a given path,SHA-512,a5bfcc6265ecb40932b11171f2988d235b4614d408140def904dc6ab812e035745ea01e9ffebe066ab021896a9bf2f0ddd0fb8a3b170beab8f25c9d9ed1632e2,MIT,pkg:npm/resolve-from@4.0.0,https://github.com/sindresorhus/resolve-from#readme,https://github.com/sindresorhus/resolve-from/issues,git+https://github.com/sindresorhus/resolve-from.git
library,@eslint/js@8.53.0,@eslint,js,8.53.0,ESLint JavaScript language implementation,SHA-512,2a7ecaf1dc7fe54ebe713d72121a57d70e0f09283433e5f24482cf82fc1c1018deac5582c108f9b1baf7fd59b1a95d091870810b3c9de8bc72a44b9e872a58d7,MIT,pkg:npm/%40eslint/js@8.53.0#packages/js,https://eslint.org,https://github.com/eslint/eslint/issues/,git+https://github.com/eslint/eslint.git#packages/js
library,@humanwhocodes/config-array@0.11.13,@humanwhocodes,config-array,0.11.13,Glob-based configuration matching.,SHA-512,2520433220ca4b34159e07d18ce7455e015f9256972382bd9cb178f40ba1db596605644b20adfec5312b4d60f8294e78a5be9ca0ce84484ec0c33fc5354df381,Apache-2.0,pkg:npm/%40humanwhocodes/config-array@0.11.13,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,@humanwhocodes/config-array@0.11.13|minimatch@3.1.2,,minimatch,3.1.2,a glob matcher in javascript,SHA-512,27ba7ade1462023c35343130c355bb8b7efe07222b3963b95d0400cd9dd539c2f43cdc9bc297e657f374e73140cf043d512c84717eaddd43be2b96aa0503881f,ISC,pkg:npm/minimatch@3.1.2,https://github.com/isaacs/minimatch#readme,https://github.com/isaacs/minimatch/issues,git://github.com/isaacs/minimatch.git
library,@humanwhocodes/config-array@0.11.13|brace-expansion@1.1.11,,brace-expansion,1.1.11,Brace expansion as known from sh/bash,SHA-512,882b8f1c3160ac75fb1f6bc423fe71a73d3bcd21c1d344e9ba0aa1998b5598c3bae75f260ae44ca0e60595d101974835f3bb9fa3375a1e058a71815beb5a8688,MIT,pkg:npm/brace-expansion@1.1.11,https://github.com/juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion/issues,git://github.com/juliangruber/brace-expansion.git
library,@humanwhocodes/object-schema@2.0.1,@humanwhocodes,object-schema,2.0.1,An object schema merger/validator,SHA-512,76fb82797e5f0bd7578099fdb7e5f96ad7e681003350e5aa4b5db9e068749ba8bcc0a775d1e6d791f34a8912bed465a2ff24efbcb0c7a68c4baf4c71c5eb255b,BSD-3-Clause,pkg:npm/%40humanwhocodes/object-schema@2.0.1,https://github.com/humanwhocodes/object-schema#readme,https://github.com/humanwhocodes/object-schema/issues,git+https://github.com/humanwhocodes/object-schema.git
library,@humanwhocodes/module-importer@1.0.1,@humanwhocodes,module-importer,1.0.1,Universal module importer for Node.js,SHA-512,6f1bde57857cbf961be277054d3deb3d281904ea429237cad32e28555549c08b8354144c0d7acfc9744bf7cf22e5aa7d9bd6e7c8412359f9b95a4066b5f7cb7c,Apache-2.0,pkg:npm/%40humanwhocodes/module-importer@1.0.1,https://github.com/humanwhocodes/module-importer#readme,https://github.com/humanwhocodes/module-importer/issues,git+https://github.com/humanwhocodes/module-importer.git
library,@nodelib/fs.scandir@2.1.5,@nodelib,fs.scandir,2.1.5,List files and directories inside the specified directory,SHA-512,beadb806adf29b91c4426d8d282af7c970f08dceef4ec1138510e7929d832bda75baa2d1f831eeae6fcd393a34286ec760753b7a9a4a663dcccaa62e3017fada,MIT,pkg:npm/%40nodelib/fs.scandir@2.1.5#master,https://github.com/nodelib/nodelib/tree/master#readme,https://github.com/nodelib/nodelib/issues,git+https://github.com/nodelib/nodelib.git#master
library,run-parallel@1.2.0,,run-parallel,1.2.0,Run an array of functions in parallel,SHA-512,e65e15c9947ce8b67f943c594d1ea3a8bf00144d92d0814b30fdba01b8ec2d5003c4776107f734194b07fb2dfd51f0a2dddcf3f0e950b8f9a768938ca031d004,MIT,pkg:npm/run-parallel@1.2.0,https://github.com/feross/run-parallel,https://github.com/feross/run-parallel/issues,git://github.com/feross/run-parallel.git
